microservice;source;entity
ts-travel2-service;travel2.service.Travel2Service;TripAllDetailInfo
ts-travel2-service;travel2.service.Travel2Service;TripInfo
ts-travel2-service;travel2.service.Travel2ServiceImpl;AdminTrip
ts-travel2-service;travel2.service.Travel2ServiceImpl;Route
ts-travel2-service;travel2.service.Travel2ServiceImpl;Seat
ts-travel2-service;travel2.service.Travel2ServiceImpl;SeatClass
ts-travel2-service;travel2.service.Travel2ServiceImpl;SoldTicket
ts-travel2-service;travel2.service.Travel2ServiceImpl;TrainType
ts-travel2-service;travel2.service.Travel2ServiceImpl;Travel
ts-travel2-service;travel2.service.Travel2ServiceImpl;TravelInfo
ts-travel2-service;travel2.service.Travel2ServiceImpl;TravelResult
ts-travel2-service;travel2.service.Travel2ServiceImpl;Trip
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripAllDetail
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripAllDetailInfo
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripId
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripInfo
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripResponse
ts-travel2-service;travel2.service.Travel2ServiceImpl;Route
ts-travel2-service;travel2.service.Travel2ServiceImpl;TravelResult
ts-travel2-service;travel2.service.Travel2ServiceImpl;Trip
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripResponse
ts-travel2-service;travel2.service.Travel2ServiceImpl;Route
ts-travel2-service;travel2.service.Travel2ServiceImpl;SoldTicket
ts-travel2-service;travel2.service.Travel2ServiceImpl;Trip
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripResponse
ts-travel2-service;travel2.service.Travel2ServiceImpl;TrainType
ts-voucher-service;python;Order
